  -1.6468488e+02   7.1256922e+01   7.5481556e+00  -7.6962143e+00
  -1.6471071e+02   7.1240967e+01   8.5078506e+00  -7.6054626e+00
  -1.6473651e+02   7.1225011e+01   9.9769554e+00  -7.4657830e+00
  -1.6476230e+02   7.1209056e+01   1.1023199e+01  -7.1041210e+00
  -1.6478806e+02   7.1193100e+01   1.1696023e+01  -6.4319368e+00
  -1.6481380e+02   7.1177144e+01   1.3250936e+01  -5.8078536e+00
  -1.6483952e+02   7.1161189e+01   1.3074374e+01  -6.9095651e+00
  -1.6486522e+02   7.1145233e+01   1.4419179e+01  -7.5080231e+00
  -1.6489090e+02   7.1129277e+01   1.4569592e+01  -7.9602958e+00
  -1.6491656e+02   7.1113322e+01   1.4043073e+01  -8.4762638e+00
  -1.6494219e+02   7.1097366e+01   1.4927711e+01  -8.2024152e+00
  -1.6496781e+02   7.1081410e+01   1.4232901e+01  -6.7311224e+00
  -1.6499340e+02   7.1065455e+01   1.4045675e+01  -3.6330070e+00
  -1.6501898e+02   7.1049499e+01   1.4151204e+01  -3.7236541e+00
  -1.6504453e+02   7.1033543e+01   1.3180143e+01  -4.0700648e+00
  -1.6507006e+02   7.1017588e+01   1.2747131e+01  -4.6917836e+00
  -1.6509558e+02   7.1001632e+01   1.2511217e+01  -5.0424471e+00
  -1.6512107e+02   7.0985676e+01   1.1791851e+01  -4.3103481e+00
  -1.6514654e+02   7.0969721e+01   1.0407465e+01  -4.9902339e+00
  -1.6517199e+02   7.0953765e+01   8.5172828e+00  -4.4461890e+00
  -1.6519742e+02   7.0937809e+01   5.6377796e+00  -3.7992620e+00
  -1.6522282e+02   7.0921853e+01   4.7030388e+00  -4.3926758e+00
  -1.6524821e+02   7.0905898e+01   4.7110949e+00  -4.3603541e+00
  -1.6527358e+02   7.0889942e+01   4.5215158e+00  -5.3559843e+00
  -1.6529892e+02   7.0873986e+01   4.5798039e+00  -4.6718899e+00
  -1.6532425e+02   7.0858030e+01   4.0864341e+00  -4.4990136e+00
  -1.6534956e+02   7.0842074e+01   3.1066595e+00  -4.2305913e+00
  -1.6537484e+02   7.0826118e+01   2.1168271e+00  -6.7475244e+00
  -1.6540011e+02   7.0810162e+01   1.4576578e+00  -5.8175611e+00
  -1.6542535e+02   7.0794206e+01   2.1032450e+00  -4.9672262e+00
  -1.6545058e+02   7.0778250e+01   4.0331388e+00  -4.1501767e+00
  -1.6547578e+02   7.0762294e+01   4.0050098e+00  -3.8811585e+00
  -1.6550096e+02   7.0746338e+01   4.1221093e+00  -2.6728418e+00
  -1.6552613e+02   7.0730382e+01   5.1137531e+00  -1.8171036e+00
  -1.6555127e+02   7.0714426e+01   4.8897571e+00  -1.8909193e+00
  -1.6557640e+02   7.0698470e+01   3.0981675e+00  -2.8334229e+00
  -1.6551783e+02   7.0703631e+01   5.1988657e+00   9.8353664e-02
  -1.6547250e+02   7.0693684e+01   5.4188038e+00   1.9528412e-01
  -1.6542718e+02   7.0683737e+01   5.7055069e+00  -2.6178595e-02
  -1.6538190e+02   7.0673791e+01   6.3896785e+00  -5.0045223e-01
  -1.6533663e+02   7.0663844e+01   6.8660046e+00  -1.0011457e+00
  -1.6529138e+02   7.0653897e+01   7.1539570e+00  -1.7620944e+00
  -1.6524616e+02   7.0643950e+01   7.4896479e+00  -2.3621435e+00
  -1.6520096e+02   7.0634004e+01   7.4889627e+00  -2.3550054e+00
  -1.6515578e+02   7.0624057e+01   7.5969140e+00  -2.7682941e+00
  -1.6511062e+02   7.0614110e+01   7.7120043e+00  -3.1615117e+00
  -1.6506549e+02   7.0604163e+01   7.9595407e+00  -3.0469914e+00
  -1.6502038e+02   7.0594217e+01   8.1607861e+00  -3.3618092e+00
  -1.6497529e+02   7.0584270e+01   8.5007883e+00  -3.4038131e+00
  -1.6493022e+02   7.0574323e+01   9.1962194e+00  -3.5187198e+00
  -1.6488518e+02   7.0564377e+01   1.0172714e+01  -3.7770123e+00
  -1.6484015e+02   7.0554430e+01   1.0879854e+01  -3.8341137e+00
  -1.6479515e+02   7.0544484e+01   9.9794933e+00  -2.6858317e+00
  -1.6475017e+02   7.0534537e+01   1.1808206e+01  -2.3915301e+00
  -1.6470522e+02   7.0524590e+01   1.1756668e+01  -1.7871912e+00
  -1.6466028e+02   7.0514644e+01   1.1601236e+01  -1.2041785e+00
  -1.6461537e+02   7.0504697e+01   1.1267599e+01  -4.2231192e-01
  -1.6457048e+02   7.0494750e+01   1.1188321e+01   7.8635387e-01
  -1.6452561e+02   7.0484804e+01   1.0963661e+01   1.7584166e+00
  -1.6448076e+02   7.0474857e+01   1.0959757e+01   2.0389591e+00
  -1.6443594e+02   7.0464910e+01   1.0707323e+01   2.4451054e+00
  -1.6439114e+02   7.0454964e+01   1.0439073e+01   2.9624337e+00
  -1.6434635e+02   7.0445017e+01   1.0076709e+01   3.4435314e+00
  -1.6430160e+02   7.0435070e+01   9.8334822e+00   3.0662931e+00
  -1.6425686e+02   7.0425124e+01   8.8644141e+00   2.8050440e+00
  -1.6421214e+02   7.0415177e+01   8.4779531e+00   3.2557779e+00
  -1.6416745e+02   7.0405230e+01   8.0167679e+00   4.3918289e+00
  -1.6412278e+02   7.0395284e+01   7.3162636e+00   5.3713590e+00
  -1.6407813e+02   7.0385337e+01   6.2457867e+00   4.9022524e+00
  -1.6403350e+02   7.0375390e+01   4.7637561e+00   4.9475202e+00
  -1.6398890e+02   7.0365444e+01   4.7919519e+00   5.3343386e+00
  -1.6394431e+02   7.0355497e+01   4.7359083e+00   4.9120362e+00
  -1.6389975e+02   7.0345550e+01   3.6269489e+00   3.1094919e+00
  -1.6385521e+02   7.0335604e+01   4.3640546e+00   3.8076560e+00
  -1.6381069e+02   7.0325657e+01   3.8308734e+00   3.5596488e+00
  -1.6376619e+02   7.0315710e+01   2.7021791e+00   3.7179951e+00
  -1.6372171e+02   7.0305763e+01   2.4674508e+00   4.3227367e+00
  -1.6367726e+02   7.0295816e+01   2.1446655e+00   3.7525099e+00
  -1.6363282e+02   7.0285870e+01   2.1204646e+00   2.2330348e+00
  -1.6358841e+02   7.0275923e+01   2.8784468e+00   2.8584149e+00
  -1.6285790e+02   7.1462092e+01   1.0579847e+01  -8.6346376e+00
  -1.6286965e+02   7.1444499e+01   1.0261532e+01  -6.3408585e+00
  -1.6288140e+02   7.1426905e+01   1.1181384e+01  -5.6323914e+00
  -1.6289313e+02   7.1409312e+01   1.1145304e+01  -6.0351702e+00
  -1.6290485e+02   7.1391718e+01   1.1484011e+01  -5.8509974e+00
  -1.6291656e+02   7.1374125e+01   1.3254211e+01  -6.3764119e+00
  -1.6292826e+02   7.1356531e+01   1.4589985e+01  -4.6922386e+00
  -1.6293996e+02   7.1338938e+01   1.6194256e+01  -3.7314151e+00
  -1.6295164e+02   7.1321344e+01   1.5130031e+01  -4.1942160e+00
  -1.6296331e+02   7.1303751e+01   1.6755465e+01  -3.1317392e+00
  -1.6297497e+02   7.1286157e+01   1.7699436e+01  -3.5137141e+00
  -1.6298661e+02   7.1268564e+01   1.8092612e+01  -3.3120259e+00
  -1.6299825e+02   7.1250971e+01   1.8110944e+01  -3.1306016e+00
  -1.6300988e+02   7.1233377e+01   1.7206222e+01  -4.3080384e+00
  -1.6302150e+02   7.1215784e+01   1.8332555e+01  -2.3462937e+00
  -1.6303311e+02   7.1198190e+01   1.6288213e+01  -4.5131693e+00
  -1.6304470e+02   7.1180597e+01   1.6851011e+01  -1.9346452e+00
  -1.6305629e+02   7.1163004e+01   1.6537234e+01  -1.9213954e+00
  -1.6306787e+02   7.1145410e+01   1.7104864e+01  -1.5062271e+00
  -1.6307943e+02   7.1127817e+01   1.6769341e+01  -1.0677860e+00
  -1.6309099e+02   7.1110224e+01   1.7978453e+01  -2.0767819e-01
  -1.6310253e+02   7.1092630e+01   1.8804643e+01   5.2628455e-01
  -1.6311407e+02   7.1075037e+01   1.5870484e+01   2.0294973e-01
  -1.6312559e+02   7.1057443e+01   1.6801636e+01   3.4117229e-01
  -1.6313711e+02   7.1039850e+01   1.7526832e+01   1.8084662e+00
  -1.6314861e+02   7.1022257e+01   1.7404830e+01   1.9218642e+00
  -1.6316011e+02   7.1004663e+01   1.6498451e+01   7.9044627e-01
  -1.6317159e+02   7.0987070e+01   1.6636984e+01   2.7065787e+00
  -1.6318306e+02   7.0969477e+01   1.6897590e+01   3.0500508e+00
  -1.6319453e+02   7.0951883e+01   1.7321881e+01   2.5835289e+00
  -1.6320598e+02   7.0934290e+01   1.7089132e+01   5.7160874e-01
  -1.6321742e+02   7.0916697e+01   1.6798629e+01   4.8652407e-01
  -1.6322886e+02   7.0899103e+01   1.5965115e+01   1.6095500e+00
  -1.6324028e+02   7.0881510e+01   1.7992178e+01   1.9808459e+00
  -1.6325169e+02   7.0863917e+01   1.9287282e+01   1.4312572e+00
  -1.6326309e+02   7.0846323e+01   2.0594148e+01   2.4187804e+00
  -1.6327449e+02   7.0828730e+01   2.1187056e+01   4.3732073e+00
  -1.6328587e+02   7.0811137e+01   1.8945661e+01   2.1711561e+00
  -1.6329724e+02   7.0793543e+01   2.0502917e+01   4.0166644e+00
  -1.6330860e+02   7.0775950e+01   1.8415524e+01   3.9183622e+00
  -1.6331996e+02   7.0758357e+01   1.6944625e+01   4.6291618e+00
  -1.6333130e+02   7.0740763e+01   1.6122182e+01   4.7868815e+00
  -1.6334263e+02   7.0723170e+01   1.6378610e+01   5.5305367e+00
  -1.6335395e+02   7.0705577e+01   1.6631565e+01   5.5694210e+00
  -1.6336527e+02   7.0687983e+01   1.4999837e+01   4.4753271e+00
  -1.6337657e+02   7.0670390e+01   1.4251994e+01   4.5176819e+00
  -1.6338786e+02   7.0652797e+01   1.4864421e+01   4.2888440e+00
  -1.6339914e+02   7.0635203e+01   1.4186574e+01   3.5233071e+00
  -1.6341042e+02   7.0617610e+01   1.2504313e+01   4.2607746e+00
  -1.6342168e+02   7.0600016e+01   1.2376449e+01   4.3955552e+00
  -1.6343293e+02   7.0582423e+01   1.2478367e+01   4.1436877e+00
  -1.6344418e+02   7.0564830e+01   1.2263489e+01   3.2862448e+00
  -1.6345541e+02   7.0547236e+01   1.2074645e+01   3.7614263e+00
  -1.6346663e+02   7.0529643e+01   8.5121336e+00   4.2597382e+00
  -1.6347785e+02   7.0512050e+01   7.8712134e+00   4.1907564e+00
  -1.6348905e+02   7.0494456e+01   7.0307787e+00   3.4419946e+00
  -1.6350024e+02   7.0476863e+01   6.5455211e+00   3.7946783e+00
  -1.6351143e+02   7.0459269e+01   5.4954681e+00   3.9501642e+00
  -1.6352260e+02   7.0441676e+01   4.3762997e+00   2.5423207e+00
  -1.6353377e+02   7.0424082e+01   3.9396583e+00   2.0163052e+00
  -1.6354492e+02   7.0406489e+01   5.9410484e+00   4.2153735e+00
  -1.6355607e+02   7.0388896e+01   3.1459290e+00   2.2320934e+00
  -1.6356720e+02   7.0371302e+01   3.0103749e+00   1.5693604e+00
  -1.6357833e+02   7.0353709e+01   3.0793625e+00   2.3219926e+00
  -1.6358944e+02   7.0336115e+01   1.6547628e+00   1.5179723e+00
  -1.6360055e+02   7.0318522e+01   2.8692601e-01   8.7830257e-01
  -1.6361165e+02   7.0300928e+01  -4.2569242e-01   1.5745524e+00
  -1.6362273e+02   7.0283335e+01   8.1203924e-02   2.4236999e+00
  -1.6363381e+02   7.0265741e+01             NaN             NaN
  -1.6401258e+02   7.1669634e+01  -6.0558795e+00  -1.2410697e+01
  -1.6396348e+02   7.1660452e+01  -3.1733546e+00  -1.2800052e+01
  -1.6391440e+02   7.1651269e+01  -4.0413601e+00  -1.1354878e+01
  -1.6386531e+02   7.1642087e+01  -3.6754092e+00  -1.0095938e+01
  -1.6381623e+02   7.1632904e+01  -3.0664885e+00  -1.1481116e+01
  -1.6376715e+02   7.1623721e+01  -3.0499215e+00  -1.0319758e+01
  -1.6371806e+02   7.1614539e+01  -3.1188988e+00  -1.0915460e+01
  -1.6366898e+02   7.1605356e+01  -2.8851332e+00  -9.7453709e+00
  -1.6361995e+02   7.1596174e+01  -1.8774047e+00  -1.1111153e+01
  -1.6357098e+02   7.1586991e+01  -5.5203801e-01  -7.4316250e+00
  -1.6352203e+02   7.1577808e+01  -5.7753108e-01  -7.2521791e+00
  -1.6347310e+02   7.1568626e+01   2.7729056e-01  -8.0153792e+00
  -1.6342420e+02   7.1559443e+01   1.8232081e+00  -8.5130473e+00
  -1.6337532e+02   7.1550261e+01   2.2889157e+00  -9.4902907e+00
  -1.6332647e+02   7.1541078e+01   3.1799829e+00  -8.8916837e+00
  -1.6327764e+02   7.1531896e+01   4.9146634e+00  -9.3360831e+00
  -1.6322883e+02   7.1522713e+01   5.8096654e+00  -9.9622283e+00
  -1.6318004e+02   7.1513531e+01   7.1347312e+00  -8.5134225e+00
  -1.6313128e+02   7.1504348e+01   7.7836256e+00  -8.6696683e+00
  -1.6308255e+02   7.1495165e+01   7.2431331e+00  -7.5327369e+00
  -1.6303383e+02   7.1485983e+01   8.9122179e+00  -7.9404961e+00
  -1.6298514e+02   7.1476800e+01   9.1894554e+00  -8.6208413e+00
  -1.6293647e+02   7.1467618e+01   8.9623177e+00  -7.7275494e+00
  -1.6288783e+02   7.1458435e+01   1.1919278e+01  -1.0917057e+01
